employee_id,business_title,supervisor_id,job_family_group
001019,Senior Field Product Manager,001069,Development
001021,Senior Solution Consultant,000666,Sales
001022,Lead AI Solution Consultant,001041,AI & Operational Analytics
001025,"Senior Manager, Field Marketing",002404,Marketing
001026,Principal eLearning Designer II,000836,Marketing
001027,"Director, Customer Support and Remote Consulting Programs",000035,Customer Support & Remote Consulting  (CSRC)
001030,"Manager, Quality Engineering",002101,Development
001031,Principal Growth Product Manager,000876,Development
001033,Office Operations Manager,001335,Operations
001036,Senior Solution Consultant,000504,Sales
001038,"Manager, Data Services",000059,Internal IT Systems
001039,"Senior Manager, Customer Strategy and Operations",002181,Customer Success
001041,"Director, AI and Operational Analytics Sales",000983,AI & Operational Analytics
001042,Account Executive,000155,Sales
001045,Graphic Designer,000352,Marketing
001046,"Sr Director, Tax",000574,Accounting and Finance
001047,Scrum Master II,001652,Operations
001048,Account Executive,001260,Sales
001049,Senior Product Designer I,002235,Development
001050,Technical Writer I,001013,Development
001053,Senior Solution Consultant,000119,Sales
001054,"Manager, Internal Communications & Engagement",000736,Human Resources
001055,Software Engineer I,000071,Development
001058,Senior Strategic Insights Manager,000515,Marketing
001059,"Manager, Customer Support",002225,Customer Support & Remote Consulting  (CSRC)
001061,Senior Customer Support Engineer,001396,Customer Support & Remote Consulting  (CSRC)
001063,Senior Customer Support Engineer,001737,Customer Support & Remote Consulting  (CSRC)
001065,Field Marketing Manager,002404,Marketing
001066,"SVP, FP&A",000474,Executive
001068,Senior Solution Consultant,000677,Sales
001069,"Director, Group Product",000344,Development
001070,Travel & Expense Specialist II,000760,Accounting and Finance
001071,"Director, Customer Success",001734,Customer Success
001072,"Sales Specialist, AI & Operational Analytics",001041,AI & Operational Analytics
001073,Senior Solution Consultant,000161,Sales
001074,"Manager, Customer Support",000062,Customer Support & Remote Consulting  (CSRC)
001075,Senior Customer Support Engineer,001059,Customer Support & Remote Consulting  (CSRC)
001076,Principal Consultant,000699,Consulting Services
001077,Senior Customer Success Manager,001598,Customer Success
001078,Sr Instructor,001637,Global Education Services
001079,Senior Software QA Engineer I,000225,Development
001080,Strategic Alliances Manager,000366,Sales
001081,Customer Development Representative,000741,Sales
001087,"Manager, Customer Support",002225,Customer Support & Remote Consulting  (CSRC)
001088,"Senior Manager, Alliance Operations",000665,Sales
001089,Talent Development Consultant,000800,Human Resources
001091,Application Support Engineer,001340,Internal IT Systems
001092,"Director, Revenue Enablement",001179,Sales
001093,Senior Marketing Full Stack Developer,000686,Marketing
001095,Senior Software QA Automation Engineer II,000944,Development
001096,Strategic Alliances Senior Director,000202,Sales
001098,Divisional Lead,000404,Operations
001099,Account Executive,000360,Sales
001100,Senior IT Specialist,000770,Internal IT Systems
001102,Customer Support Engineer,001396,Customer Support & Remote Consulting  (CSRC)
001103,Senior Solution Consultant,000206,Sales
001105,Sr Solution Consultant,000080,Sales
001106,Senior Customer Success Manager,001865,Customer Success
001107,Principal Product Manager,002005,Development
001108,Senior Solution Consultant,001112,Sales
001109,Principal Software Engineer I,000893,Development
001110,"Senior Director, Product Marketing",002257,Marketing
001111,Senior Account Director,000298,Sales
001112,"Director, Solution Consulting",000792,Sales
001114,Account Director,000153,Sales
001115,Junior Security Engineer,000139,Information Security & Compliance
001116,"Senior Manager, Marketing",000797,Marketing
001118,Global System Integrators Director,000685,Sales
001119,Senior Proposal Writer,001384,Sales
001122,Senior Solution Consultant,000470,Sales
001124,Principal Customer Success Manager,001071,Customer Success
001125,"Manager, Financial Reporting",000644,Accounting and Finance
001126,Associate Alliances Operations Specialist,001088,Sales
001127,Business Development Team Lead,001768,Sales
001128,Senior Solution Consultant,000629,Sales
001129,Account Director,000524,Sales
001131,Customer Development Representative,000741,Sales
001132,Training Operations Specialist,000291,Global Education Services
001133,Lead Solution Consultant,000288,Sales
001136,Senior Solution Consultant,000559,Sales
001137,Partner Development Manager II,000713,Sales
001139,Senior Financial Analyst,000204,Accounting and Finance
001140,Global Systems Integrators Alliances Director,000713,Sales
001142,Senior Consultant,000739,Consulting Services
001144,Senior Solution Consultant,000629,Sales
001145,Sr Consultant,000699,Consulting Services
001147,Delivery Manager,002322,Customer Support & Remote Consulting  (CSRC)
001148,Senior Solution Consultant,000119,Sales
001149,Senior Solution Consultant,000332,Sales
001153,Group Product Manager I,000278,Development
001154,"Manager, Solution Network Programs",001834,Development
001155,SysOps Engineer,001583,Cloud Global
001160,"Senior Manager, FP&A",001066,Accounting and Finance
001163,Business Development Team Lead,001792,Sales
001164,Lead Solution Consultant,000161,Sales
001165,Account Director,001501,Sales
001166,Senior Solution Consultant,000676,Sales
001167,Senior Solution Consultant,000792,Sales
001169,Software QA Engineer II,001535,Development
001170,Credential Management Administrator,001340,Internal IT Systems
001171,"Commerical Expansion Director, Program Governance",000983,Sales
001172,Technical Writer I,000734,Development
001174,Senior Product Manager I,002204,Development
001177,"Senior Manager, FP&A",001066,Accounting and Finance
001179,"VP, Revenue Enablement",000276,Sales
001180,"Senior Manager, Revenue Enablement",001179,Sales
001182,"Manager, Business Development",000741,Sales
001185,Senior Customer Support Engineer,002306,Customer Support & Remote Consulting  (CSRC)
001191,Senior Legal Counsel,001380,Legal
001192,"VP, GTM & Customer Finance",001066,Accounting and Finance
001195,Network Engineer,000420,Internal IT Systems
001196,Account Executive,001773,Sales
001198,Senior Solution Consultant,000676,Sales
001199,Senior Customer Support Engineer,002429,Customer Support & Remote Consulting  (CSRC)
001201,Senior AI Consultant,000078,AI & Operational Analytics
001202,Commercialization Director,000889,Development
001204,"Manager, Technical Content Development",001853,Development
001206,Senior Solution Consultant,000676,Sales
001207,"Manager, Content Management",000846,Information Security & Compliance
001208,Senior Solution Consultant,000468,Sales
001209,Customer Support Engineer,001087,Customer Support & Remote Consulting  (CSRC)
001210,Senior Solution Consultant,000789,Sales
001212,Account Executive,000412,Sales
001213,Senior Solution Consultant,000288,Sales
001215,"Senior Director, Corporate FP&A",001066,Accounting and Finance
001219,Account Executive,000662,Sales
001220,"Senior Manager, AI and Operational Analytics Program",000983,AI & Operational Analytics
001221,Senior Consultant,000323,Consulting Services
001222,"Director, Solution Consulting",000450,Sales
001224,Senior Business Analyst II,000634,Development
001225,"Manager, Cloud Operations",001390,Cloud Global
001226,Senior Solution Consultant,000677,Sales
001227,Senior HRIS Analyst,000901,Human Resources
001228,Remote Consultant,000069,Customer Support & Remote Consulting  (CSRC)
001230,Account Executive,000910,Sales
001231,Senior Software Engineer III,000893,Development
001232,"Director, Software Engineering",000251,Development
001233,Sr Solution Consultant,000080,Sales
001234,Senior People Business Partner,001328,Human Resources
001235,Senior Software Engineer II,000120,Development
001237,Incident and Change Management Manager,000846,Information Security & Compliance
001241,Senior Customer Success Manager,000898,Customer Success
001242,"Manager, Marketing",000797,Marketing
001243,Account Executive,000231,Sales
001244,"Senior Director, Channel Marketing",000110,Sales
001245,Senior Solution Consultant,000161,Sales
001246,Account Director,000256,Sales
001250,Business Development Team Lead,001826,Sales
001252,Lead Consultant,000323,Consulting Services
001255,DevOps Engineer II,002290,Development
001256,Financial Analyst II,000204,Accounting and Finance
001258,Senior Account Director,001594,Sales
001259,Senior Delivery Manager,002322,Customer Support & Remote Consulting  (CSRC)
001260,"Director, Sales, Netherlands",000562,Sales
001261,Cloud DevOps Engineer,001900,Cloud Global
001262,Solution Network Architecture Director,002017,Development
001266,"Manager, Solution Network Development",001834,Development
001268,"Senior Director, Sales",000188,Sales
001269,Account Director,001260,Sales
001270,Account Executive,000231,Sales
001271,Principal Software Engineer I,001855,Development
001272,"Senior Manager, Business Development",000741,Sales
001273,Account Executive,000090,Sales
001274,Account Executive,000461,Sales
001275,Product Manager I,002204,Development
001277,Customer Support Lead,002306,Customer Support & Remote Consulting  (CSRC)
001278,"Director, Education Delivery",002405,Global Education Services
001279,Training Systems Administrator,001340,Internal IT Systems
001282,Senior Field Product Manager,001758,Development
001283,Senior Software Engineer I,001855,Development
001284,Technical Writer II,001013,Development
001285,Product Manager I,000975,Development
001286,Senior Scrum Master II,000459,Development
001287,Proposal Writer,001384,Sales
001291,Customer Development Representative,000741,Sales
001293,Senior Software Engineer II,001232,Development
001297,"Senior Manager, Revenue Enablement",001179,Sales
001298,Account Executive,002222,Sales
001299,Customer Support Lead,001448,Customer Support & Remote Consulting  (CSRC)
001300,Senior Customer Support Engineer,000463,Customer Support & Remote Consulting  (CSRC)
001301,Senior Software Engineer II,000251,Development
001307,Account Director,000461,Sales
001308,Strategic Audience Acquisition and Experiential Programming Manager,002162,Marketing
001309,Enterprise Architect,000404,Internal IT Systems
001312,Project Manager,002292,Operations
001313,AI & Emerging Technologies Director,000095,Operations
001314,IAM Manager,000420,Internal IT Systems
001315,Senior Customer Support Engineer,001840,Customer Support & Remote Consulting  (CSRC)
001319,Senior Technical Writer I,000831,Development
001320,Associate Cloud DevOps Engineer,000104,Cloud Global
001324,"Senior Director, Talent Acquistion",002461,Human Resources
001325,"Director, Video Production",000390,Marketing
001326,"Director, Project Manager",000279,Development
001328,"Senior Director, People Business Partners",002461,Human Resources
001330,Salesforce Solution Architect,001015,Internal IT Systems
001331,Sales Operations Specialist,000865,Sales
001332,Senior Administrator LMS,001340,Internal IT Systems
001335,"Manager, Workplace Experience & Facilities",000106,Operations
